Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),Conservação (product.metafields.custom.conservacao),Descricao Institucional (product.metafields.custom.descricao_institucional),Preço plano anual (product.metafields.custom.preco_plano_anual),Titulo institucional (product.metafields.custom.titulo_institucional),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Informações sobre alérgenos (product.metafields.shopify.allergen-information),Tipo de chocolate (product.metafields.shopify.chocolate-type),Cor (product.metafields.shopify.color-pattern),Preferências dietéticas (product.metafields.shopify.dietary-preferences),Sabor (product.metafields.shopify.flavor),Tipo de farinha/grão (product.metafields.shopify.flour-grain-type),Ficha técnica do alimento (product.metafields.shopify.food-product-form),Instruções de aquecimento (product.metafields.shopify.heating-instructions),Material (product.metafields.shopify.material),Forma (product.metafields.shopify.shape),Tipo de entrada de chá (product.metafields.shopify.tea-input-type),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-120,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 120g,"<p data-start=""148"" data-end=""391"">Intenso, elegante e irresistivelmente cremoso.<br data-start=""194"" data-end=""197"">Este ovo de Páscoa traz a riqueza do chocolate combinada a um brigadeiro meio amargo de sabor profundo, finalizado com mini trufas que elevam a experiência com camadas de textura e sofisticação.</p>
<p data-start=""393"" data-end=""499"">Uma escolha pensada para quem aprecia chocolates menos doces e uma indulgência mais refinada nesta Páscoa.</p>
<p data-start=""501"" data-end=""563""><strong data-start=""501"" data-end=""563"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,,120.0,shopify,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.54.55.jpg?v=1772380158,1,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 120g - Move Gourmet,false,,,4748,,,,,,,,,,,,,,"Elegância em forma de chocolate. Este ovo de Páscoa combina a intensidade do chocolate com um brigadeiro meio amargo de textura aveludada, finalizado com mini trufas que adicionam camadas de sabor e sofisticação. Ideal para quem prefere doces menos açucarados e uma experiência mais refinada nesta Páscoa.",,Ovo de Chocolate com Brigadeiro Meio Amargo & Mini Trufas,,,,leite; soja,chocolate-amargo; chocolate-ao-leite,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.54.55_1.jpg?v=1772536647,2,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-240g,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 240g,"<p data-start=""148"" data-end=""391"">Intenso, elegante e irresistivelmente cremoso.<br data-start=""194"" data-end=""197"">Este ovo de Páscoa traz a riqueza do chocolate combinada a um brigadeiro meio amargo de sabor profundo, finalizado com mini trufas que elevam a experiência com camadas de textura e sofisticação.</p>
<p data-start=""393"" data-end=""499"">Uma escolha pensada para quem aprecia chocolates menos doces e uma indulgência mais refinada nesta Páscoa.</p>
<p data-start=""501"" data-end=""563""><strong data-start=""501"" data-end=""563"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,,240.0,shopify,deny,manual,169.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsAppImage2026-02-28at13.54.31.jpg?v=1772378833,1,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 240g - Move Gourmet,false,,,4748,,,,,,,,,,,,,,"Elegância em forma de chocolate. Este ovo de Páscoa combina a intensidade do chocolate com um brigadeiro meio amargo de textura aveludada, finalizado com mini trufas que adicionam camadas de sabor e sofisticação. Ideal para quem prefere doces menos açucarados e uma experiência mais refinada nesta Páscoa.",,Ovo de Chocolate com Brigadeiro Meio Amargo & Mini Trufas,,,,leite; soja,chocolate-amargo; chocolate-ao-leite,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,2,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-120g,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 120g,"<p data-start=""0"" data-end=""272"">Este ovo de chocolate revela um recheio cremoso de brigadeiro de pistache, finalizado com delicadas mini trufas de chocolate branco que trazem contraste, suavidade e um toque verdadeiramente sofisticado a cada mordida.</p>
<p data-start=""274"" data-end=""437"">Produzido com ingredientes selecionados e pensado para quem valoriza indulgência com equilíbrio, é a escolha perfeita para celebrar a Páscoa com leveza e requinte.</p>
<p data-start=""439"" data-end=""501""><strong data-start=""439"" data-end=""501"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate","","Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,,120.0,shopify,deny,manual,125.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.53.24.jpg?v=1772536649,1,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 120g - Move Gourmet,false,,,4748,,,,,,,,,,,,,,,,Ovo de Chocolate com Brigadeiro de Pistache & Mini Trufas de Chocolate Branco,,,,leite; nozes,chocolate-amargo,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate; ponta-arredondada,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.53.24_1.jpg?v=1772378291,2,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-240g,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 240g,"<p data-start=""0"" data-end=""272"">Este ovo de chocolate revela um recheio cremoso de brigadeiro de pistache, finalizado com delicadas mini trufas de chocolate branco que trazem contraste, suavidade e um toque verdadeiramente sofisticado a cada mordida.</p>
<p data-start=""274"" data-end=""437"">Produzido com ingredientes selecionados e pensado para quem valoriza indulgência com equilíbrio, é a escolha perfeita para celebrar a Páscoa com leveza e requinte.</p>
<p data-start=""439"" data-end=""501""><strong data-start=""439"" data-end=""501"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate","","Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,,240.0,shopify,deny,manual,189.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_9678.jpg?v=1772536649,1,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 240g - Move Gourmet,false,,,4748,,,,,,,,,,,,,,,,Ovo de Chocolate com Brigadeiro de Pistache & Mini Trufas de Chocolate Branco,,,,leite; nozes,chocolate-amargo,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate; ponta-arredondada,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,2,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-120g,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 120g,"<p data-start=""61"" data-end=""325"">Uma experiência de Páscoa que une sofisticação, intensidade e prazer consciente.<br data-start=""141"" data-end=""144"">Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.</p>
<p data-start=""327"" data-end=""504"">Produzido com ingredientes selecionados e pensado para quem valoriza equilíbrio sem abrir mão do requinte, é a escolha perfeita para celebrar a Páscoa de forma leve e memorável.</p>
<p data-start=""506"" data-end=""568""><strong data-start=""506"" data-end=""568"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,,120.0,shopify,deny,manual,119.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.51.43.jpg?v=1772536649,1,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 120g - Move Gourmet,false,,,4748,,,,,,,,,,,,,,"Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.",,Ovo de Chocolate 70% com Doce de Leite & Brownie,,,,ovos; leite; trigo,chocolate-amargo,,sem-gluten; nao-contem-lactose,chocolate; caramelo,,,,,,,,,,,,g,,,unlisted
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.51.43_1.jpg?v=1772536649,2,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-240g,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 240g,"<p data-start=""61"" data-end=""325"">Uma experiência de Páscoa que une sofisticação, intensidade e prazer consciente.<br data-start=""141"" data-end=""144"">Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.</p>
<p data-start=""327"" data-end=""504"">Produzido com ingredientes selecionados e pensado para quem valoriza equilíbrio sem abrir mão do requinte, é a escolha perfeita para celebrar a Páscoa de forma leve e memorável.</p>
<p data-start=""506"" data-end=""568""><strong data-start=""506"" data-end=""568"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,,240.0,shopify,deny,manual,189.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_9672.jpg?v=1772536650,1,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 240g - Move Gourmet,false,,,4748,,,,,,,,,,,,,,"Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.",,Ovo de Chocolate 70% com Doce de Leite & Brownie,,,,ovos; leite; trigo,chocolate-amargo,,sem-gluten; nao-contem-lactose,chocolate; caramelo,,,,,,,,,,,,g,,,unlisted
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_9673.jpg?v=1772536650,2,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torta-retangular-de-fumeiro-com-banana-da-terra-1-3kg,"Torta Retangular de Fumeiro com Banana-da-Terra  - 1,3kg","<p>Farinha de amêndoas, creme culinário vegetal (água, óleo de girassol, pasta de amêndoas, amido de tapioca), sal, recheio de bacalhau português (bacalhau português, cebola, azeite, alho-poró, pimentão verde, páprica doce, alho, salsa) e requeijão cremoso zero lactose.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Pratos prontos > Refeições e entradas prontas",Salgado,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,,1300.0,shopify,deny,manual,270.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-157_8600cf06-2523-41aa-bd1b-e4f2171a6927.jpg?v=1762292618,1,"Torta Retangular de Fumeiro com Banana - da - Terra - 1,3kg - Move Gourmet",false,,,,,,,,,,,,,,,,," Sabor autêntico e leveza em uma receita que celebra a tradição. Feita com
 massa proteica à base de farinha de amêndoas, essa torta low carb é recheada
 com bacalhau português selecionado, combinando textura cremosa e sabor
 marcante. Ideal para coffee breaks, jantares intimistas e buffets de Natal, é uma
 escolha sofisticada, nutritiva e naturalmente sem glúten e sem lactose.
",,"Tradição, Sabor e Leveza em Versão Low Carb",,,,nozes; peixe,,,vegano; vegetariano; nao-contem-lactose,,,fresco,forno,,,,,,,,,kg,,,active
torta-retangular-de-fumeiro-com-banana-da-terra-1-3kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-156_51c0fe14-e3f6-417b-9765-5b7154f30295.jpg?v=1762292617,2,"Torta Retangular de Fumeiro com Banana - da - Terra - 1,3kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torta-retangular-de-fumeiro-com-banana-da-terra-1-3kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-158_1b8d6203-8855-4fc7-beec-04121f0f3bd7.jpg?v=1762292617,3,"Torta Retangular de Fumeiro com Banana - da - Terra - 1,3kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brigadeiro-20un,Brigadeiro  de Pistache - 20un 20g,"<p>Brigadeiro de pistache: pistache, óleo de coco, chocolate branco zero açúcar, creme de leite zero lactose, sal.</p>",Move Gourmet,Sem categoria,Doce,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,PRD00522,0.0,shopify,deny,manual,160.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-01-19_at_10.09.45.jpg?v=1768890726,1,Brigadeiro de Pistache - 20un 20g - Move Gourmet,false,,,,,,,,,,,,,,,,,"Delicado, aromático e visualmente marcante, o brigadeiro de pistache une
 cremosidade e sabor único em cada mordida. Produzido com ingredientes
 nobres e textura aveludada, é sem glúten e sem lactose, e transforma qualquer
 mesa de evento em um convite ao paladar refinado",,Sabor Nobre e Textura Aveludada em Uma Experiência Inesquecível,,,,,,,,,,,,,,,,,,,,g,,,active
brigadeiro-20un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-01-19_at_10.09.45_1f59b686-d003-4d4f-8a59-0e3a638dd9e8.jpg?v=1768890726,2,Brigadeiro de Pistache - 20un 20g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trufas-20un,Trufas - 20un 22g,"<p>Farinha de amêndoas, farinha de aveia sem glúten, ovos, bebida vegetal de amêndoas (água, amêndoas e carbonato de cálcio), queijo parmesão zero lactose, óleo de coco extravirgem, fermento biológico e sal.</p>",Move Gourmet,Sem categoria,Doce,"Sem açucar, Sem lactose, Zero Glúten",true,Sabor,Trufa de Chocolate 50% Meio Amargo com Doce de Leite 22g,,,,,,,,PRD00522,0.0,shopify,deny,manual,180.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-03-03_at_11.21.43_6.webp?v=1774110905,1,Trufas - 20un 22g - Move Gourmet,false,,,,,,,,,,,,,,,,,"Uma dupla irresistível que equilibra prazer e sofisticação.
A Trufa de Chocolate Branco com Brigadeiro e Geleia de Frutas Vermelhas combina o equilíbrio do chocolate branco com o frescor das frutas vermelhas e a cremosidade do brigadeiro branco — uma explosão delicada de sabor e elegância.

Já a Trufa de Chocolate Meio Amargo com Doce de Leite traz o contraste perfeito entre o amargor do cacau 70% e o toque adocicado do doce de leite funcional. Feita com chocolate zero açúcar, zero glúten, zero lactose e zero poliol, entrega intensidade e suavidade em igual medida.

Perfeitas para eventos refinados, coffee breaks ou momentos de indulgência consciente, essas trufas unem o melhor do artesanal ao saudável — uma celebração de sabor em cada mordida.",,Intensidade e Leveza em Duas Experiências Inesquecíveis,,,,,,,,,,,,,,,,,,,,g,,,active
trufas-20un,,,,,,,,,Trufa de Chocolate 70% Meio Amargo com Doce de Leite 22g,,,,,,,,,0.0,shopify,deny,manual,180.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-03-03_at_11.21.42_7.webp?v=1774110905,2,Trufas - 20un 22g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufas-20un,,,,,,,,,Trufa de Chocolate Branco com Brigadeiro e Geleia de Frutas Vermelhas 22g,,,,,,,,,0.0,shopify,deny,manual,180.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-190_7f97d3c9-dac5-4f9f-8c0a-0d5ae962157c.jpg?v=1774025164,3,Trufas - 20un 22g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufas-20un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-35_be84bb3b-9628-4947-88bd-562d72598673.jpg?v=1774025164,4,Trufas - 20un 22g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bem-casado-berries-20un-15g,Bem Casado Berries - 20un 15g,"<p data-start=""97"" data-end=""419"">Farinha de amêndoas, creme culinário vegetal (água, óleo de girassol, pasta de amêndoas, amido de tapioca, sal), recheio de frango orgânico desfiado (peito de frango, cebola, pimentão, azeite de oliva extravirgem, páprica doce, coentro, alho), polvilho doce, manteiga ghee, ovos, fermento químico em pó, sal e estabilizantes goma acácia e fosfato tricálcico.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Padaria > Bolos e sobremesas em forma de barra > Sobremesas em forma de barra",Doce,"Sem açucar, Sem glúten, Zero Lactose",true,Title,Default Title,,,,,,,,,300.0,shopify,deny,manual,80.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-03-03_at_11.21.44_3.webp?v=1774110904,1,Bem Casado Berries - 20un 15g - Move Gourmet,false,,,,,,,,,,,,,,,,,"Uma releitura elegante do tradicional bem-casado  agora em versão finger food
 funcional. Feito com massa de baunilha à base de farinha de amêndoas e
 manteiga ghee, esse mini bolo é rico em proteínas e livre de glúten, lactose e
 açúcar. Finalizado com doce de leite artesanal e toque de mirtilo fresco, oferece
 equilíbrio perfeito entre suavidade e sabor. Ideal para eventos, coffee breaks ou
 sobremesas sofisticadas, une prazer, nutrição e sofisticação em cada mordida.",,"O Clássico Reiventado com Leveza, Elegância e Sabor Incomparável",,,,ovos; nozes,,,sem-gluten; nao-contem-lactose,chocolate,nozes,,,,,,,,,,,g,,,active
bem-casado-berries-20un-15g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-87_59b134d2-253d-4076-9835-3cf62ebdd8a3.jpg?v=1774025266,2,Bem Casado Berries - 20un 15g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bem-casado-berries-20un-15g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-407.jpg?v=1774025266,3,Bem Casado Berries - 20un 15g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bem-casado-red-1un-65g,Bem Casado Red - 8un 65g,"<p data-start=""97"" data-end=""419"">Farinha de amêndoas, creme culinário vegetal (água, óleo de girassol, pasta de amêndoas, amido de tapioca, sal), queijo parmesão zero lactose, bebida vegetal de amêndoas (água, amêndoas e carbonato de cálcio), queijo mussarela zero lactose, queijo tipo provolone zero lactose, queijo tipo gorgonzola zero lactose, polvilho doce, manteiga ghee, ovos, fermento químico em pó, sal e estabilizantes goma acácia e fosfato tricálcico.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Padaria > Bolos e sobremesas em forma de barra > Sobremesas em forma de barra",Doce,"Sem açucar, Sem glúten, Zero Lactose",true,Title,Default Title,,,,,,,,,520.0,shopify,deny,manual,120.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-03-03_at_11.21.43_9.webp?v=1774110905,1,Bem Casado Red - 8un 65g - Move Gourmet,false,,,,,,,,,,,,,,,,,"Um doce marcante e sofisticado, pensado para quem valoriza sabor e equilíbrio.
 Com massa de baunilha leve e proteica, feita à base de farinha de amêndoas e
 manteiga ghee, o Bem-Casado Red é recheado com doce de leite artesanal e
 coberto por uma delicada geléia de frutas vermelhas combinação de morango,
 amora e mirtilo adoçada naturalmente com adoçante natural da fibra de tapioca.
 Perfeito para festas, casamentos e sobremesas elegantes, é uma experiência
 funcional e irresistível, totalmente zero glúten, zero lactose e zero açúcar.",,"Intensidade, Sabor e Sofisticação em Cada Mordida",,,,ovos; nozes,,,sem-gluten; nao-contem-lactose,chocolate,nozes,,,,,,,,,,,g,,,active
bem-casado-red-1un-65g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-106_6f67ca4e-34bb-4c12-938e-cb88949d89d4.jpg?v=1774025391,2,Bem Casado Red - 8un 65g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
