Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),Conservação (product.metafields.custom.conservacao),Descricao Institucional (product.metafields.custom.descricao_institucional),Preço plano anual (product.metafields.custom.preco_plano_anual),Titulo institucional (product.metafields.custom.titulo_institucional),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Informações sobre alérgenos (product.metafields.shopify.allergen-information),Tipo de chocolate (product.metafields.shopify.chocolate-type),Cor (product.metafields.shopify.color-pattern),Preferências dietéticas (product.metafields.shopify.dietary-preferences),Sabor (product.metafields.shopify.flavor),Tipo de farinha/grão (product.metafields.shopify.flour-grain-type),Ficha técnica do alimento (product.metafields.shopify.food-product-form),Instruções de aquecimento (product.metafields.shopify.heating-instructions),Material (product.metafields.shopify.material),Forma (product.metafields.shopify.shape),Tipo de entrada de chá (product.metafields.shopify.tea-input-type),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-240g,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 240g,"<p data-start=""148"" data-end=""391"">Intenso, elegante e irresistivelmente cremoso.<br data-start=""194"" data-end=""197"">Este ovo de Páscoa traz a riqueza do chocolate combinada a um brigadeiro meio amargo de sabor profundo, finalizado com mini trufas que elevam a experiência com camadas de textura e sofisticação.</p>
<p data-start=""393"" data-end=""499"">Uma escolha pensada para quem aprecia chocolates menos doces e uma indulgência mais refinada nesta Páscoa.</p>
<p data-start=""501"" data-end=""563""><strong data-start=""501"" data-end=""563"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,PRD00832,240.0,shopify,deny,manual,169.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsAppImage2026-02-28at13.54.31.jpg?v=1772378833,1,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 240g - Move Gourmet,false,Ovo de Páscoa Brigadeiro Meio Amargo 240g Sem Lactose,"Ovo de Páscoa de chocolate 240g com brigadeiro meio amargo e mini trufas. Sem glúten, sem lactose e sem açúcar, para quem prefere menos doce.",4748,,,,,,,,,,,,,,"Elegância em forma de chocolate. Este ovo de Páscoa combina a intensidade do chocolate com um brigadeiro meio amargo de textura aveludada, finalizado com mini trufas que adicionam camadas de sabor e sofisticação. Ideal para quem prefere doces menos açucarados e uma experiência mais refinada nesta Páscoa.",,Ovo de Chocolate com Brigadeiro Meio Amargo & Mini Trufas,,,,leite; soja,chocolate-amargo; chocolate-ao-leite,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,2,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-120g,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 120g,"<p data-start=""0"" data-end=""272"">Este ovo de chocolate revela um recheio cremoso de brigadeiro de pistache, finalizado com delicadas mini trufas de chocolate branco que trazem contraste, suavidade e um toque verdadeiramente sofisticado a cada mordida.</p>
<p data-start=""274"" data-end=""437"">Produzido com ingredientes selecionados e pensado para quem valoriza indulgência com equilíbrio, é a escolha perfeita para celebrar a Páscoa com leveza e requinte.</p>
<p data-start=""439"" data-end=""501""><strong data-start=""439"" data-end=""501"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,PRD00833,120.0,shopify,deny,manual,125.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.53.24.jpg?v=1772536649,1,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 120g - Move Gourmet,false,Ovo de Páscoa Brigadeiro de Pistache 120g Sem Lactose,"Ovo de Páscoa de chocolate 120g com brigadeiro de pistache e mini trufas de chocolate branco. Sem glúten, sem lactose e sem açúcar. Peça já.",4748,,,,,,,,,,,,,,,,Ovo de Chocolate com Brigadeiro de Pistache & Mini Trufas de Chocolate Branco,,,,leite; nozes,chocolate-amargo,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate; ponta-arredondada,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.53.24_1.jpg?v=1772378291,2,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-240g,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 240g,"<p data-start=""0"" data-end=""272"">Este ovo de chocolate revela um recheio cremoso de brigadeiro de pistache, finalizado com delicadas mini trufas de chocolate branco que trazem contraste, suavidade e um toque verdadeiramente sofisticado a cada mordida.</p>
<p data-start=""274"" data-end=""437"">Produzido com ingredientes selecionados e pensado para quem valoriza indulgência com equilíbrio, é a escolha perfeita para celebrar a Páscoa com leveza e requinte.</p>
<p data-start=""439"" data-end=""501""><strong data-start=""439"" data-end=""501"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,PRD00824,240.0,shopify,deny,manual,189.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_9678.jpg?v=1772536649,1,Ovo de Páscoa de chocolate recheado com brigadeiro de Pistache e mini trufa de chocolate branco. 240g - Move Gourmet,false,Ovo de Páscoa Brigadeiro de Pistache 240g Sem Lactose,"Ovo de Páscoa de chocolate 240g com brigadeiro de pistache e mini trufas de chocolate branco. Sem glúten, sem lactose e sem açúcar. Peça já.",4748,,,,,,,,,,,,,,,,Ovo de Chocolate com Brigadeiro de Pistache & Mini Trufas de Chocolate Branco,,,,leite; nozes,chocolate-amargo,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate; ponta-arredondada,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-com-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-branco-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,2,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-120g,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 120g,"<p data-start=""61"" data-end=""325"">Uma experiência de Páscoa que une sofisticação, intensidade e prazer consciente.<br data-start=""141"" data-end=""144"">Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.</p>
<p data-start=""327"" data-end=""504"">Produzido com ingredientes selecionados e pensado para quem valoriza equilíbrio sem abrir mão do requinte, é a escolha perfeita para celebrar a Páscoa de forma leve e memorável.</p>
<p data-start=""506"" data-end=""568""><strong data-start=""506"" data-end=""568"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,PRD00557,120.0,shopify,deny,manual,119.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.51.43.jpg?v=1772536649,1,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 120g - Move Gourmet,false,"Ovo de Páscoa 70% Cacau, Doce de Leite e Brownie 120g","Ovo de Páscoa de chocolate 70% cacau com recheio de doce de leite e pedaços de brownie. Sem glúten, sem lactose e sem açúcar refinado. Peça já.",4748,,,,,,,,,,,,,,"Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.",,Ovo de Chocolate 70% com Doce de Leite & Brownie,,,,ovos; leite; trigo,chocolate-amargo,,sem-gluten; nao-contem-lactose,chocolate; caramelo,,,,,,,,,,,,g,,,unlisted
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.51.43_1.jpg?v=1772536649,2,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-240g,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 240g,"<p data-start=""61"" data-end=""325"">Uma experiência de Páscoa que une sofisticação, intensidade e prazer consciente.<br data-start=""141"" data-end=""144"">Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.</p>
<p data-start=""327"" data-end=""504"">Produzido com ingredientes selecionados e pensado para quem valoriza equilíbrio sem abrir mão do requinte, é a escolha perfeita para celebrar a Páscoa de forma leve e memorável.</p>
<p data-start=""506"" data-end=""568""><strong data-start=""506"" data-end=""568"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,PRD00818,240.0,shopify,deny,manual,189.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_9672.jpg?v=1772536650,1,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 240g - Move Gourmet,false,"Ovo de Páscoa 70% Cacau, Doce de Leite e Brownie 240g","Ovo de Páscoa de chocolate 70% cacau, 240g, com recheio de doce de leite e pedaços de brownie. Sem glúten, sem lactose e sem açúcar refinado.",4748,,,,,,,,,,,,,,"Este ovo de chocolate 70% cacau envolve um recheio cremoso de doce de leite, finalizado com generosos pedaços de brownie que entregam textura e profundidade de sabor a cada mordida.",,Ovo de Chocolate 70% com Doce de Leite & Brownie,,,,ovos; leite; trigo,chocolate-amargo,,sem-gluten; nao-contem-lactose,chocolate; caramelo,,,,,,,,,,,,g,,,unlisted
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_9673.jpg?v=1772536650,2,Ovo de Chocolate com recheio de doce de leite e pedaços de brownie 70% cacau 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-chocolate-com-recheio-de-doce-de-leite-e-pedacos-de-brownie-70-cacau-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trufas-20un,Trufas - 20un 22g,"<p>Farinha de amêndoas, farinha de aveia sem glúten, ovos, bebida vegetal de amêndoas (água, amêndoas e carbonato de cálcio), queijo parmesão zero lactose, óleo de coco extravirgem, fermento biológico e sal.</p>",Move Gourmet,Sem categoria,Doce,"Sem açucar, Sem lactose, Zero Glúten",true,Sabor,Trufa de Chocolate 50% Meio Amargo com Doce de Leite 22g,,,,,,,,PRD00522,0.0,shopify,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-03-03_at_11.21.43_6.webp?v=1774110905,1,Trufas - 20un 22g - Move Gourmet,false,"Trufas Sem Glúten e Sem Lactose, Caixa 20un","Caixa com 20 trufas de chocolate de 22 g cada, sem glúten e sem lactose. Ideais para presentear ou saborear aos poucos. Peça já.",,,,,,,,,,,,,,,"Uma dupla irresistível que equilibra prazer e sofisticação.
A Trufa de Chocolate Branco com Brigadeiro e Geleia de Frutas Vermelhas combina o equilíbrio do chocolate branco com o frescor das frutas vermelhas e a cremosidade do brigadeiro branco — uma explosão delicada de sabor e elegância.

Já a Trufa de Chocolate Meio Amargo com Doce de Leite traz o contraste perfeito entre o amargor do cacau 70% e o toque adocicado do doce de leite funcional. Feita com chocolate zero açúcar, zero glúten, zero lactose e zero poliol, entrega intensidade e suavidade em igual medida.

Perfeitas para eventos refinados, coffee breaks ou momentos de indulgência consciente, essas trufas unem o melhor do artesanal ao saudável — uma celebração de sabor em cada mordida.",,Intensidade e Leveza em Duas Experiências Inesquecíveis,,,,,,,,,,,,,,,,,,,,g,,,active
trufas-20un,,,,,,,,,Trufa de Chocolate 70% Meio Amargo com Doce de Leite 22g,,,,,,,,,0.0,shopify,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-03-03_at_11.21.42_7.webp?v=1774110905,2,Trufas - 20un 22g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufas-20un,,,,,,,,,Trufa de Chocolate Branco com Brigadeiro e Geleia de Frutas Vermelhas 22g,,,,,,,,KMOVE-TRUFABRANCAFV-20,0.0,shopify,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-190_7f97d3c9-dac5-4f9f-8c0a-0d5ae962157c.jpg?v=1774025164,3,Trufas - 20un 22g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufas-20un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-35_be84bb3b-9628-4947-88bd-562d72598673.jpg?v=1774025164,4,Trufas - 20un 22g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crostini-de-parmesao-1un-1kg,Crostini de Parmesão 1un 1kg,"<p><span data-sheets-root=""1"">Polvilho azedo, polvilho doce, azeite de oliva extra virgem , batata doce , queijo parmesão zero lactose, pimenta preta moída, sal .</span></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Aperitivos e petiscos > Croutons",Snack,"Sem açucar, Snack proteico, Zero Glúten",true,Title,Default Title,,,,,,,,PRD01124,1000.0,shopify,deny,manual,437.80,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Sem_nome_600_x_589_px_1.jpg?v=1774435594,1,Crostini de Parmesão 1un 1kg - Move Gourmet,false,Crostini de Parmesão Crocante Sem Lactose 1kg,"Crostini crocante de parmesão com batata doce e azeite de oliva, sem lactose. Snack pronto para consumo, ideal para receber bem. Peça já.",,,,,,,,,,,,,,"<p><b>Produto pronto para consumo.</b><br> Conservar em local seco e arejado, longe do calor e da umidade.<br> Após aberto, consumir em até <b>5 dias</b> para manter a crocância.</p>","<p>Os <b>Crostinis de Parmesão</b> da MOVE são uma opção leve, funcional e cheia de sabor para acompanhar seu dia. Feitos com <b>polvilho azedo e doce</b>, <b>batata-doce</b> e <b>azeite de oliva extravirgem</b>, eles são naturalmente crocantes, sem glúten e com perfil nutricional equilibrado.</p> <br> <p>O toque especial fica por conta do <b>queijo parmesão zero lactose</b> e da <b>pimenta preta moída</b>, que juntos criam uma explosão de sabor suave e elegante, perfeita para servir como snack, entrada ou acompanhamento leve.</p> <br> <p>É uma releitura clean e gourmet de um biscoito salgado — com ingredientes limpos, textura irresistível e praticidade total.</p>",,<p><b>Crocância sofisticada com toque de parmesão e azeite extravirgem</b></p>,,,,,,,nao-contem-lactose,,,,,,,,,,,,,kg,,,active
crostini-de-parmesao-1un-1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_2370.jpg?v=1774435594,2,Crostini de Parmesão 1un 50g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crostini-de-parmesao-1un-1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_2350.jpg?v=1774025887,3,Crostini de Parmesão 1un 50g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrine-grana-padano-com-alho-poro-1-2kg,"Torta Retangular de Terrine e Grana Padano  - 1,2kg","<p><span style=""vertical-align: inherit;"" dir=""auto""><span style=""vertical-align: inherit;"" dir=""auto"">Queijo tipo grana padano, cream cheese zero lactose, ricota </span></span><span style=""vertical-align: inherit;"" dir=""auto""><span style=""vertical-align: inherit;"" dir=""auto""> zero lactose, alho poró, azeite de oliva extra virgem.</span></span></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Queijo cremoso",Salgado,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,PRD00894,1200.0,shopify,deny,manual,295.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-173.jpg?v=1762292623,1,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",false,"Torta de Terrine e Grana Padano Sem Lactose 1,2kg","Torta salgada de terrine com grana padano, cream cheese e alho poró, sem lactose. Entrada sofisticada para receber bem em casa. Peça já.",,,,,,,,,,,,,,," Um acompanhamento sofisticado que transforma qualquer mesa em uma
 experiência gastronômica. Feita com base proteica de queijo tipo Grana Padano,
 cream cheese zero lactose, molho pesto artesanal, tomates cereja frescos e o
 toque marcante do alho-poró, essa terrine entrega sabor, elegância e equilíbrio.
 Perfeita para natal, ceias especiais e happy hours, combina perfeitamente com o
 Pão Parmesão Move Gourmet e eleva o conceito de comer bem.
 Experimente viver.",,Elegância e Sabor em Cada Camada,,,,leite,,,nao-contem-lactose,,,,,,,,,,,,,kg,,,active
terrine-grana-padano-com-alho-poro-1-2kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-162.jpg?v=1762292623,2,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrine-grana-padano-com-alho-poro-1-2kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-168.jpg?v=1762292623,3,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrine-grana-padano-com-alho-poro-1-2kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-172.jpg?v=1762292623,4,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trufa-choc-50-c-doce-de-leite-22g,TRUFA CHOC 50%  C/ DOCE DE LEITE 22G,,Move Gourmet,Sem categoria,,,true,Sabor,Trufa Choc 50% C/ Doce De Leite 22g,,,,,,,,PRD00522,0.0,shopify,deny,manual,15.40,,true,true,,,,,,,,,false,Trufa de Chocolate 50% com Doce de Leite 22g,"Trufa de chocolate 50% com recheio de doce de leite, unidade de 22 g. Um docinho na medida certa para acompanhar o cafezinho. Peça já.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Branca C/ Brigadeiro Meio Amargo 22g,,,,,,,,PRD00529,0.0,shopify,deny,manual,15.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Choc 70% C/ Brigadeiro Meio Amargo 22g,,,,,,,,PRD00523,0.0,shopify,deny,manual,15.40,,true,true,,,,,'0074468159211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Choc 70% C/ Doce De Leite 22g,,,,,,,,PRD00527,0.0,shopify,deny,manual,15.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Branca C/ Doce Leite 22g,,,,,,,,PRD00519,0.0,shopify,deny,manual,15.40,,true,true,,,,,'0074468159174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Choc 50% C/ Brigadeiro Meio Amargo 22g,,,,,,,,PRD00514,0.0,shopify,deny,manual,15.40,,true,true,,,,,'0074468159075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
garrafa-kombucha-280-ml,GARRAFA KOMBUCHA - 280 ML,"<p>Água potável, cultura simbiótica de bactérias e leveduras (scoby), açúcar demerara*, infusão de chá verde (camellia sinensis), polpa de maracujá,<br> polpa de pitaya, beterraba in natura, infusão de hibisco, limão in natura e folha de stévia (Stevia rebaudiana) e extrato natural.</p>
<p><br><strong>Porque é zero?</strong> Durante nosso processo de fermentação de 60 dias, o açúcar é convertido em ácídos orgânicos saudáveis, cando apenas um residual de até 1<br> grama a cada 100 ml. Testamos cada lote para ter certeza.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Bebidas > Chás e infusões > Infusões",Suco,"Detox, Sem açucar, Suco",true,Sabor,Pitaya com Maracujá,,,,,,,,KBPIM280,280.0,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA2.png?v=1759972419,1,GARRAFA KOMBUCHA - 280 ML - Move Gourmet,false,Kombucha Morango com Limão 280 ml Sem Açúcar,"Kombucha artesanal sabor morango com limão, 280 ml. Bebida fermentada, sem açúcar, vegana e sem álcool. Refrescância para o dia. Peça já.",,,,,,,,,,,,,,,"Chega de escolher entre o que te faz bem e o que te dá prazer. O Kombucha Gula Fit é a prova de que você pode ter os dois.

Através de um processo artesanal de 60 dias de fermentação, criamos uma bebida viva, probiótica e realmente zero açúcar, em três experiências de sabor inesquecíveis:

Pitaya & Maracujá: Uma explosão exótica e antioxidante.
Morango & Limão: O equilíbrio perfeito entre o doce e o cítrico.
Abacaxi & Hortelã: Uma onda de energia tropical e refrescante.
É o seu ritual diário de bem-estar, com o sabor que você merece.","R$12,59 ",A Revolução do Sabor Saudável.,,,,,,,vegetariano; baixo-teor-de-gordura; vegano; nao-contem-acucar; nao-contem-alcool,morango-com-limao,,,,,,granel,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA2.png?v=1759972419,g,,,active
